103,308,210|move:-2.5000,left:-2.5000,right:0.0000,open:-2.5000,close:-2.5000
102,307,210|move:0.0000,left:-2.5000,right:-2.5000,open:0.0000,close:0.0000
102,307,240|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
102,307,180|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:0.0000
100,307,180|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
100,307,210|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
100,307,240|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
99,305,240|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
99,305,270|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
99,303,270|move:0.0000,left:0.0000,right:-2.5000,open:-2.5000,close:0.0000
99,303,300|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
99,303,330|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
100,302,330|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:0.0000
102,301,330|move:0.0000,left:-2.5000,right:-2.5000,open:-2.5000,close:0.0000
102,301,0|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
102,301,300|move:-2.5000,left:-2.5000,right:0.0000,open:0.0000,close:-2.5000
102,301,270|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
103,299,300|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
103,299,270|move:-2.5000,left:0.0000,right:0.0000,open:-2.5000,close:0.0000
103,297,270|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
103,297,240|move:0.0000,left:-2.5000,right:0.0000,open:0.0000,close:0.0000
103,297,210|move:-2.5000,left:0.0000,right:0.0000,open:0.0000,close:-2.5000
101,296,210|move:0.0000,left:0.0000,right:-2.5000,open:0.0000,close:0.0000
